ssuid|pnum|spanel|finyr4
66786004914018|101|2018|26751.492119
66786004914018|102|2018|19526.022481
66786004914018|103|2018|60381.343395
66786004919618|101|2018|4530.8612979
66786004919618|103|2018|10379.410359
66786004925318|101|2018|13939.128661
66786004925318|102|2018|11221.671916
66786004934418|101|2018|6676.9230098
66786004934418|102|2018|16115.727279
66786004946518|101|2018|7504.9939132
66786004946518|102|2018|9322.4143901
66786004953118|101|2018|13225.111705
66786004953118|102|2018|13460.903012
66786004953118|103|2018|28496.687585
66786004953118|104|2018|32461.22269
66786004993018|101|2018|25966.354298
66786004993018|102|2018|24789.151697
66786004993018|103|2018|22721.040466
66786004993018|104|2018|68021.941736
66786005700318|101|2018|20120.033972
66786005700318|102|2018|31231.03013
66786005715518|101|2018|17305.083086
66786005715518|102|2018|62787.385518
66786005715518|103|2018|62787.385518
66786005723318|101|2018|18324.558393
66786005723318|102|2018|25743.462532
66786005723318|103|2018|18355.700739
66786005723318|104|2018|56909.742598
66786005725918|105|2018|7258.0145114
66786005739218|101|2018|19384.042942
66786005746718|101|2018|9722.6835141
66786005747018|101|2018|14609.488207
66786005753518|101|2018|11945.407507
66786005753518|102|2018|6174.9044714
66786005758518|101|2018|6676.9230098
66786005761918|101|2018|14566.182714
66786005761918|102|2018|17948.481865
66786005789418|101|2018|17233.495959
66786005789418|102|2018|15690.485933
66786005789918|101|2018|17987.780845
66786005796618|101|2018|25166.49279
66786005796618|102|2018|36434.113385
66786005796618|103|2018|33416.576959
66786005796618|104|2018|44406.767183
66786005799918|101|2018|15690.531767
66786005799918|102|2018|15995.81382
66786007309918|101|2018|9873.9804661
66786007309918|102|2018|11096.134622
66786007319518|101|2018|6639.777035
66786007342018|101|2018|26144.215754
66786007345118|101|2018|16870.538105
66786007345118|102|2018|23898.936897
66786007345118|103|2018|23865.594515
66786007345118|104|2018|22950.06613
66786007345118|105|2018|59748.748681
66786007358418|101|2018|3808.2001317
66786007373718|101|2018|15734.293381
66786007373718|102|2018|12703.392495
66786008602318|101|2018|7205.2994503
66786008612518|101|2018|20552.588232
66786008612518|102|2018|55640.146587
66786008625318|101|2018|23837.654801
66786008625318|102|2018|6181.3312647
66786008634318|101|2018|12561.928016
66786008636918|101|2018|14934.80147
66786008636918|102|2018|17824.378136
66786008646718|101|2018|15102.889225
66786008646718|102|2018|9919.9768132
66786008653718|101|2018|6617.5970411
66786008653718|102|2018|4508.3402745
66786008653718|103|2018|11711.447212
66786008653718|104|2018|8116.3829314
66786008655418|101|2018|12797.182535
66786008655418|102|2018|7863.7087923
66786008673718|102|2018|104261.60063
66786008689918|101|2018|15468.960366
66786008689918|102|2018|15202.418447
66786008696618|101|2018|15612.315619
66786008696618|102|2018|12860.397329
66786008696618|103|2018|15054.312524
66786008696618|104|2018|20494.283148
66786009203318|101|2018|34005.141576
66786009203318|103|2018|37879.061388
66786009205418|101|2018|44472.905411
66786009210818|101|2018|4848.6935199
66786009228518|101|2018|6744.3168795
66786009248918|101|2018|11587.378392
66786009248918|102|2018|13021.608762
66786009295418|101|2018|7503.3606589
66786009812518|101|2018|51201.869769
66786009828518|101|2018|31928.574155
66786009828518|102|2018|23973.632165
66786009866818|101|2018|26617.056283
66786011486218|101|2018|23847.216661
66786011486218|102|2018|19580.091324
66786011486218|103|2018|16973.968191
66786011486218|104|2018|17098.822217
66786011486218|105|2018|44054.987587
66786012153118|101|2018|9967.7026603
66786012600918|101|2018|18384.97538
66786012600918|102|2018|14174.247889
66786012602718|101|2018|12106.572009
66786012602718|102|2018|11420.126397
66786012602718|103|2018|10854.995595
66786012602718|104|2018|15003.529799
66786012608018|101|2018|7050.3392188
66786012608018|102|2018|7922.9965433
66786012608018|103|2018|8846.9480728
66786012613418|101|2018|7315.0983385
66786012627618|101|2018|8738.8766886
66786012642018|101|2018|3362.6524765
66786012652118|101|2018|14807.719835
66786012652118|102|2018|12541.201632
66786012653718|101|2018|6166.1661425
66786012653718|102|2018|6929.3847454
66786012654718|101|2018|10106.322212
66786012654718|102|2018|5639.6401126
66786012654718|103|2018|13293.018699
66786012654718|104|2018|14720.034222
66786012654718|105|2018|14640.997331
66786012656818|101|2018|6618.4221496
66786012660218|101|2018|4395.8821558
66786012677218|101|2018|8605.4925461
66786012677218|102|2018|9540.6737293
66786012691918|101|2018|7826.6558297
66786012693018|101|2018|7796.9367046
66786012693018|102|2018|13558.596524
66786012696718|101|2018|5600.5544065
66786012697218|101|2018|4354.3885214
66786012697218|102|2018|5028.6638787
66786012699518|101|2018|24894.767189
66786012699518|102|2018|18395.329654
66786012699518|103|2018|65214.792335
66786013506718|101|2018|15819.111609
66786013506718|102|2018|14402.739222
66786013506718|103|2018|10208.105963
66786013612518|101|2018|12076.758774
66786013612518|102|2018|9668.0539972
66786013618318|101|2018|9289.9864268
66786013628018|101|2018|16223.497743
66786013628018|102|2018|15742.531705
66786013647018|101|2018|5573.5330006
66786013648918|101|2018|35474.53969
66786013648918|103|2018|52552.79719
66786013648918|104|2018|56848.82272
66786013648918|105|2018|34178.058149
66786013659418|101|2018|10399.139813
66786013659418|102|2018|14122.699886
66786013861918|101|2018|21235.640946
66786013861918|102|2018|16885.188894
66786013894418|101|2018|27939.753859
66786017205318|101|2018|16107.101127
66786017214918|101|2018|20086.262022
66786017215518|101|2018|5057.8573709
66786017225518|101|2018|11845.648285
66786017225518|102|2018|23788.704668
66786017226818|101|2018|9988.923241
66786017226818|102|2018|8888.71993
66786017228018|101|2018|17363.376185
66786017228018|102|2018|20282.794466
66786017228018|103|2018|23157.710385
66786017228018|104|2018|22950.06613
66786017238118|101|2018|24412.622652
66786017238118|102|2018|24894.767189
66786017238118|103|2018|25333.261638
66786017245818|101|2018|11221.671916
66786017245818|102|2018|9677.0172121
66786017245818|103|2018|29713.983893
66786017252118|101|2018|12535.251076
66786017252118|102|2018|8857.9867651
66786017252118|103|2018|13529.546261
66786017252118|104|2018|17438.98989
66786017259318|101|2018|8233.7641706
66786017277318|101|2018|8645.8140658
66786017277318|102|2018|14069.95906
66786017277318|103|2018|27194.802582
66786017284018|101|2018|13750.34542
66786017284018|102|2018|19164.677813
66786017296618|101|2018|17945.102453
66786017296618|102|2018|13575.415212
66786017296618|103|2018|32121.137545
66786017296618|104|2018|26064.16761
66786018508918|101|2018|5864.863673
66786018523518|101|2018|12934.42684
66786018523518|102|2018|13318.116618
66786018523518|103|2018|29304.856002
66786018523518|104|2018|22703.32354
66786018526718|101|2018|3808.2001317
66786018578818|101|2018|5958.0984755
66786018591918|101|2018|3872.8023569
66786019902318|101|2018|11687.720141
66786019902318|102|2018|11592.644548
66786019902318|103|2018|21434.976505
66786019902318|104|2018|16873.963425
66786019903318|101|2018|8691.5134555
66786019903318|102|2018|8957.05669
66786019909218|101|2018|20650.320716
66786019909218|102|2018|20505.227179
66786019909218|103|2018|19212.592896
66786019909218|104|2018|20603.436916
66786019909218|105|2018|20603.436916
66786019936318|101|2018|8501.2198941
66786019936318|102|2018|6095.0188438
66786019967618|101|2018|13560.086256
66786019974618|101|2018|5739.658263
66786020419718|101|2018|26491.398241
66786020420718|101|2018|31623.740745
66786020420718|102|2018|31793.536895
66786020420718|103|2018|59338.145205
66786020420718|104|2018|48093.407629
66786020461918|101|2018|24452.638052
66786020475318|101|2018|15371.22504
66786020975518|101|2018|39448.207389
66786020975518|102|2018|38738.565249
66786022203518|101|2018|22759.547844
66786022203518|102|2018|53559.468087
66786022203518|103|2018|28766.481948
66786022251618|101|2018|16816.664713
66786022263118|104|2018|16912.824955
66786022268918|101|2018|16816.664713
66786022885118|101|2018|15400.076289
66786027447718|101|2018|5850.0875024
66786027486218|101|2018|21366.460591
66786027486218|102|2018|20706.029571
66786027486218|103|2018|26340.124095
66786027486218|104|2018|27927.598443
66786027493018|101|2018|8360.7426539
66786028518318|101|2018|87579.621104
66786028569218|101|2018|5972.9511562
66786028570518|101|2018|3752.4781982
66786028589918|101|2018|16107.101127
66786028589918|102|2018|16599.205494
66786029410818|101|2018|11630.960871
66786029410818|102|2018|13775.374937
66786029417918|101|2018|37905.886833
66786029417918|103|2018|44488.190433
66786029428518|101|2018|44908.195146
66786029428518|102|2018|21284.049784
66786030263118|101|2018|15734.293381
66786030263118|102|2018|12703.392495
66786030312518|101|2018|38728.633882
66786030312518|102|2018|23452.802951
66786030312518|103|2018|46106.51977
66786030312518|104|2018|38200.938796
66786030317918|101|2018|6785.8028681
66786030317918|102|2018|15912.484346
66786030328518|101|2018|16586.64882
66786030328518|102|2018|16094.916711
66786030336618|101|2018|26538.538016
66786030336618|102|2018|20561.702721
66786030336618|103|2018|35119.059192
66786030336618|104|2018|35119.059192
66786030336618|105|2018|58334.896964
66786032009918|101|2018|10223.834389
66786032015918|101|2018|6929.3847454
66786032015918|102|2018|9115.2738823
66786032016718|101|2018|7449.4335231
66786032016718|102|2018|5934.1326437
66786032039218|101|2018|28500.483419
66786032039218|102|2018|27379.38395
66786032039218|103|2018|30474.678842
66786032039218|104|2018|30474.678842
66786032063118|101|2018|10898.280168
66786032066818|101|2018|12950.208929
66786032067618|101|2018|11340.438991
66786032067618|102|2018|16101.947761
66786032088718|101|2018|16814.867538
66786032088718|102|2018|10933.340024
66786032306718|101|2018|15697.093581
66786032306718|102|2018|12673.358502
66786032351618|101|2018|20467.984913
66786032351618|102|2018|37920.172013
66786032373718|101|2018|7725.6180427
66786032373718|102|2018|5814.4231963
66786033401818|101|2018|13380.513803
66786033401818|102|2018|14345.140876
66786033406118|101|2018|13624.967059
66786033450618|101|2018|8065.0418965
66786033473018|101|2018|6654.313349
66786033473018|102|2018|8353.5148119
66786033475118|101|2018|9706.5764367
66786033478418|101|2018|9099.8484406
66786033478418|102|2018|13997.370438
66786033478418|103|2018|31186.976768
66786033478418|104|2018|34031.308534
66786034219418|101|2018|4593.313592
66786034246518|101|2018|7245.0370007
66786034256818|101|2018|3808.2001317
66786034277018|101|2018|17218.235849
66786034277018|102|2018|16241.95764
66786034277018|103|2018|14097.939298
66786034277018|104|2018|14466.472805
66786034293218|101|2018|15630.584702
66786034293218|102|2018|16603.154997
66786034431818|101|2018|14465.564375
66786034431818|102|2018|12584.313799
66786035900318|101|2018|14086.702635
66786035900318|102|2018|14300.831452
66786035959418|101|2018|6826.2122073
66786038202918|101|2018|35406.440169
66786038202918|102|2018|43518.34516
66786038202918|103|2018|53032.83131
66786038204618|101|2018|10092.503533
66786038204618|102|2018|9915.7156463
66786038209218|101|2018|13576.834196
66786038219618|101|2018|6538.3528174
66786038219618|102|2018|6672.1682264
66786038219618|103|2018|9449.1196285
66786038219618|104|2018|12172.522019
66786038219618|105|2018|10203.260119
66786038253118|101|2018|8783.6131891
66786038253118|102|2018|12411.518296
66786038265518|101|2018|22388.845767
66786038277218|101|2018|18316.23054
66786038277218|102|2018|6654.313349
66786038280418|101|2018|33375.931135
66786038280418|102|2018|41503.331184
66786038285118|101|2018|17358.905886
66786038285118|102|2018|20278.69851
66786038285118|104|2018|20747.167833
66786038285118|105|2018|29690.619312
66786038299918|101|2018|6915.8279108
66786040000318|101|2018|22950.401329
66786040000318|102|2018|22950.401329
66786040005318|101|2018|11934.497844
66786040011618|101|2018|4661.5214004
66786040048218|101|2018|43662.347794
66786040048218|102|2018|41892.309099
66786040053618|101|2018|5966.8266599
66786040053618|102|2018|6149.1252273
66786040058518|101|2018|9305.7028428
66786040058518|102|2018|8558.5074798
66786040068718|101|2018|41661.433475
66786040068718|102|2018|51206.408585
66786040068718|103|2018|35814.646282
66786040085118|102|2018|13068.265219
66786040085118|103|2018|12552.109058
66786040091918|101|2018|5116.4121463
66786040302918|101|2018|11340.438991
66786040302918|102|2018|12455.663283
66786040358418|101|2018|6691.7922727
66786040358418|102|2018|5330.6043805
66786040359318|101|2018|20322.396655
66786040359918|101|2018|6676.9230098
66786040368718|101|2018|36564.601954
66786040368718|102|2018|27699.106546
66786040378718|101|2018|12395.589197
66786040616018|101|2018|34516.85938
66786040616018|102|2018|18471.968105
66786040616018|103|2018|37818.020371
66786040616018|104|2018|37818.020371
66786040616018|105|2018|25482.425646
66786040619418|101|2018|20638.371602
66786040619418|102|2018|24031.973881
66786040631818|101|2018|15408.06296
66786040631818|102|2018|14885.5029
66786040631818|103|2018|26834.297103
66786040631818|104|2018|28230.721444
66786040652118|101|2018|8587.8705642
66786040655218|101|2018|9768.5311057
66786040656818|101|2018|4757.9838555
66786040658818|101|2018|56506.492044
66786040673818|101|2018|6063.464091
66786040673818|102|2018|5395.6200093
66786040691618|101|2018|19374.055587
66786040691618|102|2018|18775.20922
66786040691618|103|2018|26340.124095
66786040691618|104|2018|23264.357982
66786040691618|105|2018|23435.481712
66786040819818|101|2018|7662.172313
66786040875118|101|2018|16054.546192
66786040875118|102|2018|16407.448799
66786041808918|101|2018|11044.292257
66786041831218|101|2018|13370.391948
66786041831218|102|2018|12974.009828
66786041832418|101|2018|11033.897662
66786041832418|102|2018|8635.5745455
66786041834318|101|2018|3808.2001317
66786041837518|101|2018|8280.7510205
66786041837518|102|2018|9305.7028428
66786041853118|101|2018|14304.091447
66786041853118|102|2018|15454.01961
66786041853118|103|2018|25539.514875
66786041853118|104|2018|19411.040162
66786041853718|101|2018|14904.329823
66786041853718|102|2018|15612.115876
66786041853718|103|2018|55856.415422
66786042114218|101|2018|57588.154452
66786042114218|102|2018|35422.440475
66786042114218|103|2018|38530.137373
66786042134418|101|2018|6166.1661425
66786042134418|102|2018|6929.3847454
66786042148218|101|2018|20653.902995
66786042148218|102|2018|23136.783485
66786042148218|103|2018|37561.444534
66786042148218|104|2018|31271.608875
66786042148218|105|2018|27619.987701
66786042148218|106|2018|27823.14978
66786042149418|101|2018|35133.942832
66786042149418|102|2018|26403.616562
66786042149418|103|2018|35156.242847
66786042149418|104|2018|27500.531967
66786042155318|101|2018|47727.206712
66786042155318|102|2018|41983.92229
66786042165518|101|2018|17625.437667
66786042165518|102|2018|15874.559364
66786042168718|101|2018|29059.180013
66786042168718|102|2018|21708.800648
66786043812718|101|2018|13705.578935
66786043819618|101|2018|7377.4984183
66786043819618|102|2018|4660.4556824
66786043859418|101|2018|16647.067056
66786043859418|102|2018|11261.87321
66786043859418|103|2018|26927.382089
66786043864718|101|2018|5057.8573709
66786047200918|101|2018|8460.7069957
66786047200918|102|2018|7377.8286755
66786047208018|101|2018|11087.329071
66786047208018|102|2018|12459.665723
66786047209918|101|2018|10041.237166
66786047209918|102|2018|10353.194344
66786047215918|101|2018|12046.566605
66786047215918|102|2018|14820.373587
66786047219618|101|2018|4924.84524
66786047227618|101|2018|11977.776056
66786047233418|101|2018|18197.361063
66786047248018|101|2018|8928.8003494
66786047250918|101|2018|10391.414411
66786047250918|102|2018|9775.1912311
66786047250918|103|2018|14408.420001
66786047250918|104|2018|10586.749371
66786047250918|105|2018|10955.128493
66786047250918|106|2018|11692.047959
66786047250918|107|2018|11708.328468
66786047250918|108|2018|15003.529799
66786047253518|101|2018|8279.1849837
66786047259418|101|2018|20034.748163
66786047259418|102|2018|21645.372733
66786047270518|101|2018|23274.423575
66786047277318|101|2018|5330.6043805
66786047277318|102|2018|6691.7922727
66786049402318|101|2018|5739.658263
66786049406718|101|2018|69564.578446
66786049410818|101|2018|11557.798285
66786049410818|102|2018|11215.152788
66786049413818|101|2018|8512.0261262
66786049425318|101|2018|33375.931135
66786049425318|102|2018|26506.336315
66786049436918|101|2018|23274.423575
66786049436918|102|2018|19967.533898
66786049496018|101|2018|11299.722655
66786049496018|102|2018|10964.728135
66786050112518|101|2018|14172.828156
66786050125318|101|2018|6789.1032678
66786050125318|102|2018|9965.430061
66786050175718|101|2018|12829.143118
66786050175718|102|2018|8807.0297301
66786050195018|101|2018|18913.214261
66786050195018|102|2018|66478.859979
66786050816718|101|2018|15375.233764
66786050838918|101|2018|19798.955461
66786050849418|101|2018|21145.055121
66786050859318|101|2018|19943.952116
66786052700918|101|2018|9267.4271501
66786052752118|101|2018|8966.6635231
66786053306718|101|2018|24452.638052
66786053374618|101|2018|16476.203545
66786053374618|102|2018|20107.567895
66786053377018|101|2018|13485.215666
66786053389918|101|2018|12974.009828
66786053389918|102|2018|13370.391948
66786055218318|101|2018|14306.670337
66786055223518|101|2018|13071.641822
66786055228518|101|2018|12199.084878
66786055228518|102|2018|16923.374711
66786055236318|101|2018|21076.847922
66786055236318|102|2018|22261.809046
66786055236318|103|2018|27912.918093
66786055236318|104|2018|20509.331908
66786055236618|101|2018|15141.298814
66786055236618|102|2018|13252.068499
66786055236618|103|2018|14403.917033
66786055236618|104|2018|19572.452174
66786055248018|101|2018|9132.3336795
66786055248018|102|2018|10262.690337
66786055254918|101|2018|4002.3682305
66786055264718|101|2018|15659.575519
66786055264718|102|2018|24353.322501
66786055264718|103|2018|20458.777558
66786055264718|104|2018|23774.794463
66786055289918|101|2018|11605.182104
66786055289918|102|2018|9661.0501151
66786055525518|101|2018|7020.1984734
66786055527718|101|2018|13940.808329
66786055542018|101|2018|5536.3468573
66786055542018|103|2018|14600.532268
66786055569618|101|2018|12562.661717
66786055577218|101|2018|4660.4556824
66786055577218|102|2018|5704.7458506
66786055578718|101|2018|27454.915657
66786055578718|102|2018|26210.228099
66786055578718|103|2018|29423.560307
66786058810818|101|2018|29959.86248
66786058810818|102|2018|18664.116579
66786058810818|103|2018|21240.695457
66786058810818|104|2018|22841.117919
66786058847018|101|2018|12974.009828
66786058847018|102|2018|13370.391948
66786058889918|101|2018|13255.195713
66786058889918|102|2018|13997.370438
66786058889918|103|2018|34031.308534
66786058889918|104|2018|31186.976768
66786058896018|101|2018|13008.100083
66786059704618|101|2018|29861.411143
66786059704618|102|2018|33223.488435
66786059704618|103|2018|19354.623867
66786059734318|101|2018|14382.797367
66786059746518|101|2018|10023.005059
66786059750618|101|2018|13687.665666
66786059773818|101|2018|20843.512621
66786059773818|102|2018|20284.577496
66786059773818|103|2018|27669.385137
66786059773818|104|2018|44837.161805
66786059782918|101|2018|33931.412395
66786059782918|102|2018|35491.177495
66786059782918|103|2018|22286.390773
66786059792518|101|2018|20928.757514
66786059792518|102|2018|21076.847922
66786059792518|103|2018|31841.341321
66786059792518|104|2018|32121.137545
66786059792518|105|2018|23363.126637
66786059792518|106|2018|19609.424193
66786059793018|101|2018|22188.861397
66786059793018|102|2018|22704.326327
66786060419518|101|2018|10907.255096
66786060419518|102|2018|8731.8073664
66786060617918|101|2018|17220.381748
66786060647018|101|2018|11605.182104
66786060647018|102|2018|9661.0501151
66786060936018|101|2018|29831.797924
66786060961918|101|2018|29220.965187
66786060961918|102|2018|45607.228948
66786060961918|103|2018|36724.84862
66786060970518|101|2018|9020.5732048
66786060975318|101|2018|25989.192387
66786060975518|101|2018|16800.504199
66786060975518|102|2018|11097.796099
66786060993318|101|2018|10348.102224
66786060993318|102|2018|9289.355113
66786060995018|101|2018|21541.062998
66786061037518|101|2018|7870.5070571
66786061058418|101|2018|8514.7156494
66786061084018|101|2018|15096.654109
66786061099418|101|2018|7590.7895301
66786061099418|102|2018|29763.732495
66786061099418|103|2018|37011.523125
66786062508918|101|2018|6063.464091
66786062537518|101|2018|5469.3671043
66786062537518|102|2018|4866.9582509
66786062558418|101|2018|8243.8374249
66786062558418|103|2018|5616.2416733
66786062577218|101|2018|6818.7717313
66786062577218|102|2018|5330.6043805
66786062578818|101|2018|15852.576978
66786062578818|102|2018|20638.989504
66786062578818|103|2018|20517.746128
66786062578818|104|2018|52937.429328
66786062580418|101|2018|3872.8023569
66786062597918|101|2018|7503.3606589
66786063338818|101|2018|18793.512307
66786063338818|102|2018|36762.921363
66786063348318|101|2018|18363.308583
66786063348318|102|2018|15880.804523
66786063353418|101|2018|27407.968058
66786063393518|101|2018|16407.448799
66786063393518|102|2018|18168.107385
66786063393518|103|2018|20392.72627
66786064804618|101|2018|24885.487696
66786066273818|101|2018|11112.771157
66786066273818|102|2018|9587.2386014
66786068903318|101|2018|13300.93655
66786068903318|102|2018|12906.613522
66786068905318|101|2018|12906.613522
66786068905318|102|2018|8251.756693
66786068996718|101|2018|4953.9889565
66786072337318|102|2018|59390.459023
66786072337318|103|2018|28087.123277
66786072363118|101|2018|14278.529981
66786072367618|101|2018|12703.392495
66786072367618|102|2018|15734.293381
66786072627618|101|2018|18489.938748
66786072650218|101|2018|8107.4506773
66786072659618|101|2018|4661.5214004
66786075510818|101|2018|9967.2510536
66786075517918|101|2018|12596.988942
66786075517918|102|2018|13690.909488
66786075517918|103|2018|14609.410638
66786075517918|104|2018|11979.216218
66786077108518|101|2018|17019.499532
66786077138818|101|2018|17413.498911
66786077192518|101|2018|16107.101127
66786077192518|102|2018|11566.547943
66786080917918|101|2018|9029.2722673
66786080917918|102|2018|8971.297154
66786080936618|101|2018|13184.488322
66786080936618|102|2018|12903.714209
66786080936618|103|2018|8467.6119115
66786080936618|104|2018|16712.044271
66786080989918|101|2018|16094.916711
66786080989918|102|2018|23286.102106
66786080999918|101|2018|7447.2738863
66786080999918|102|2018|10526.388518
66786081008018|101|2018|14621.469621
66786081008018|102|2018|10518.814454
66786081009918|101|2018|7252.6308691
66786081012718|101|2018|10257.861923
66786081015918|102|2018|20652.053967
66786081015918|103|2018|26645.162193
66786081015918|104|2018|20180.546374
66786081015918|105|2018|26482.683568
66786081015918|106|2018|28375.62207
66786081015918|107|2018|25507.424624
66786081015918|108|2018|25507.424624
66786081019518|101|2018|8876.6530726
66786081019518|102|2018|22369.398973
66786081059918|101|2018|8418.0709321
66786081063118|101|2018|23828.810365
66786081068918|101|2018|23499.559593
66786081068918|102|2018|24441.381406
66786081068918|103|2018|27284.884891
66786081085518|101|2018|7836.5434123
66786081085518|102|2018|9694.0218132
66786081091618|101|2018|23361.011672
66786081617918|101|2018|11837.427632
66786081617918|102|2018|20568.147261
66786081623518|101|2018|24374.946744
66786081623518|102|2018|27244.367245
66786081623518|103|2018|25381.90411
66786081636618|101|2018|11571.909352
66786081689918|101|2018|11853.036392
66786082447718|101|2018|5305.3905455
66786082447718|102|2018|4334.2049169
66786082817318|101|2018|47881.503172
66786082817318|102|2018|48388.208434
66786082817318|103|2018|50459.25391
66786082861918|101|2018|6454.9469961
66786082875518|101|2018|18160.010452
66786084714018|101|2018|7252.6308691
66786084726818|101|2018|38614.511643
66786084726818|103|2018|81247.015522
66786084748318|101|2018|11778.298812
66786084753118|101|2018|15447.484451
66786084773818|101|2018|10947.544574
66786084819518|101|2018|19371.460176
66786084819518|102|2018|15507.830079
66786084838818|101|2018|10356.138275
66786084874618|101|2018|5520.363821
66786084874618|102|2018|5832.2026548
66786084874618|103|2018|12107.991156
66786084874618|104|2018|16016.037945
66786084893518|101|2018|10907.255096
66786084893518|102|2018|14174.598723
66786084893518|103|2018|22441.66091
66786084893518|105|2018|40221.728592
66786084912718|101|2018|20120.033972
66786084912718|102|2018|15754.449353
66786084950618|101|2018|20706.029571
66786084950618|102|2018|12645.822945
66786084950618|103|2018|26340.124095
66786084950618|104|2018|26340.124095
66786084968618|101|2018|9617.8386704
66786084993018|101|2018|10755.74561
66786084993018|102|2018|12591.155358
66786086099418|101|2018|9849.612329
66786086153118|101|2018|15923.222994
66786086153118|102|2018|15496.229291
66786086153118|103|2018|22549.519907
66786090802918|101|2018|28420.100921
66786090802918|102|2018|30444.797959
66786090802918|103|2018|24007.707889
66786090802918|104|2018|21866.269846
66786090802918|105|2018|21866.269846
66786090802918|106|2018|46678.327181
66786090815518|101|2018|11701.673507
66786091114018|101|2018|10696.526127
66786091114018|102|2018|14230.476183
66786091124318|101|2018|11347.847717
66786091125518|101|2018|8632.7667615
66786091138918|101|2018|14559.184062
66786091148218|101|2018|37645.016081
66786091149418|101|2018|15990.941311
66786091168718|101|2018|56743.019806
66786091168718|102|2018|68860.332888
66786091168718|103|2018|169370.85447
66786091168718|104|2018|169370.85447
66786091193018|101|2018|17207.885829
66786092518318|101|2018|28612.485938
66786092596618|101|2018|16823.346882
66786092912718|101|2018|8099.7369933
66786092912718|102|2018|8531.5639602
66786092912718|104|2018|18579.398805
66786092953418|101|2018|26483.024034
66786092953418|102|2018|21549.748521
66786092953418|103|2018|94103.986241
66786093217318|101|2018|25106.817858
66786093217318|102|2018|25055.549032
66786093293318|101|2018|17233.495959
66786093293318|102|2018|14817.249138
66786094514018|101|2018|10092.503533
66786094514018|102|2018|20280.453416
66786094548318|102|2018|5693.4633182
66786094551818|101|2018|52842.904418
66786094553118|101|2018|23547.290127
66786094553118|102|2018|25631.225994
66786094553118|103|2018|25631.225994
66786094573818|101|2018|16132.84577
66786094573818|102|2018|14904.630564
66786094573818|104|2018|18552.190475
66786094573818|105|2018|20116.108962
66786094587918|101|2018|40781.643399
66786094587918|103|2018|101694.81077
66786094593018|101|2018|10497.23882
66786094593018|103|2018|21469.83339
66786096719418|101|2018|5330.6043805
66786096719418|102|2018|6691.7922727
66786096754718|101|2018|6691.7922727
66786096754718|102|2018|5330.6043805
66786098800918|101|2018|7503.3606589
66786098806018|101|2018|13989.740525
66786098806018|102|2018|20046.524021
66786098812518|101|2018|17459.157061
66786098812518|102|2018|17459.157061
66786098814918|101|2018|17233.495959
66786098814918|102|2018|10933.340024
66786098817318|101|2018|24804.910173
66786098817318|102|2018|30283.952631
66786098817318|103|2018|21872.440963
66786098817318|104|2018|46678.327181
66786098823318|101|2018|7612.9401804
66786098861918|101|2018|70543.939618
66786098861918|102|2018|69805.22689
66786098875318|101|2018|13742.18085
66786098893318|101|2018|9708.3299705
66786098893318|102|2018|13911.499617
66786098893318|103|2018|18525.024576
66786098893318|104|2018|17116.591132
66786098893318|105|2018|18355.700739
66786098895018|101|2018|22230.496955
66786098895018|102|2018|9531.9939665
66786098896018|101|2018|9715.3286701
66786098896018|102|2018|10012.151521
66786099506118|101|2018|14179.931342
66786099511618|101|2018|6393.9044021
66786099511618|102|2018|5767.1709812
66786099511618|103|2018|12532.404396
66786099511618|104|2018|14408.420001
66786099539418|101|2018|51295.491262
66786099539418|102|2018|48563.778757
66786099539418|103|2018|77791.917121
66786099555218|101|2018|17969.020257
66786099559318|101|2018|34486.301013
66786099567118|101|2018|10734.11859
66786099568618|101|2018|18815.160175
66786099568618|102|2018|20327.74017
66786099568618|103|2018|34498.118859
66786099568618|104|2018|27031.899395
66786099575118|101|2018|22873.351711
66786099575118|102|2018|18467.406483
66786099575118|103|2018|21674.245481
66786099575118|104|2018|20026.380882
66786099593018|101|2018|8415.9592163
66786099593018|102|2018|7489.0058329
66786099597218|101|2018|8087.935527
66793209267618|101|2018|24221.925178
66793213637318|101|2018|22191.484435
66793213663118|101|2018|19432.404132
66793213663118|102|2018|38358.042697
66793222873718|101|2018|10913.391747
66793222873718|102|2018|9936.2555393
66793227494418|101|2018|8226.6700949
66793227494418|102|2018|9035.6848373
66793227494418|103|2018|10980.994062
66793228506718|101|2018|16634.647579
66793228506718|102|2018|23649.957243
66793228506718|103|2018|18021.959061
66793228506718|104|2018|25080.430358
66793228567618|101|2018|17407.684728
66793228567618|102|2018|17026.557743
66793228573718|101|2018|77296.644086
66793281667618|101|2018|51292.983383
66796704638918|101|2018|17318.851327
66796704638918|102|2018|13528.223696
66796704638918|103|2018|25950.627684
66796704665518|101|2018|29978.477278
66796704665518|102|2018|28762.661278
66796704665518|103|2018|24504.379322
66796704665518|104|2018|29793.040393
66796709806718|101|2018|18856.536233
66796727495018|101|2018|8210.9233499
66796733449418|101|2018|28387.786791
66796733449418|103|2018|55874.503657
66796733449418|104|2018|61342.15208
66796740802918|101|2018|31083.210568
66796740802918|102|2018|25202.540531
66796740802918|103|2018|25202.540531
66796740865518|101|2018|22447.207988
66796740865518|102|2018|12703.392495
66796741848218|101|2018|12518.113971
66796786014918|101|2018|40836.438582
66796799538918|101|2018|11507.917295
66799506808618|101|2018|39316.486541
66799506808618|102|2018|33904.865472
